,Order ID,Customer ID,Customer Name,Product ID,Product Name,Quantity,Total Price,Date
80,8641673,71405-77,Apple - Grand Central Station,2394206,Aluminum Head Bolt,1,10.0,2023-08-01
81,6477952,57820,McDonalds HQ,4938583,SolidSpan Coupling,5,26.5,2023-10-20
82,5417130,71405,Apple,8327493,IronGrip Nuts & Bolts pack,4,1092.0,2023-04-28
83,8235027,19642,Microsolutions,5927583,MaxBond Anchors,5,50.0,2023-01-15
84,9896169,19642,Microsolutions,5927583,MaxBond Anchors,4,40.0,2023-06-14
85,7042383,57820-2,McDonalds Miami,1958372,Bracing System,3,1733.4702702702702,2023-01-13
86,7943442,10539,EKG Technologies,9382754,Safety Lock,3,390.0,2023-09-06
87,6961284,19642,Microsolutions,8473612,Steel Chain,5,945.0,2023-10-12
88,8622016,57820-2,McDonalds Miami,3958382,Red Clamps,1,12.0,2023-05-29
89,6339941,10539,EKG Technologies,9382754,Safety Lock,1,130.0,2023-11-27
90,9250014,19642,Microsolutions,9375732,PivotPlus Hinges,2,6.345046906490468,2023-10-29
91,5768493,57820,McDonalds HQ,4938583,SolidSpan Coupling,3,15.899999999999999,2023-12-03
92,8102928,19642,Microsolutions,4938583,SolidSpan Coupling,1,5.3,2023-10-16
93,7943442,10539,EKG Technologies,5927583,MaxBond Anchors,1,10.0,2023-09-06
94,8622016,57820-2,McDonalds Miami,8327493,IronGrip Nuts & Bolts pack,5,1365.0,2023-05-29
95,6590042,10539,MAG Industries,5927583,MaxBond Anchors,5,50.0,2023-11-09
96,6264823,19642,Microsolutions,3958382,Red Clamps,2,24.0,2023-05-05
97,9250014,19642,Microsolutions,4206932,Megafix Fastener,3,4.117027027027027,2023-10-29
98,5432544,57820,McDonalds HQ,3958382,Red Clamps,4,48.0,2023-10-16
99,5120857,57820,McDonalds HQ,1958372,Bracing System,3,1733.4702702702702,2023-10-31
